0 0 100
0 1 99.97528028731983
0 2 99.8995224301175
0 3 99.79029822548378
0 4 99.69323370308463
0 5 99.77400978600335
0 6 99.7148677239088
0 7 99.6709436669258
0 8 99.59561743977989
0 9 99.65579013977037
0 10 99.59380800505703
0 11 99.52542286149166
0 12 99.51035649550724
0 13 99.45964252140418
0 14 99.29672001097357
0 15 99.35659763718203
0 16 99.20891263242356
0 17 99.3494060532444
0 18 99.28034768053175
0 19 99.38011771448566
0 20 99.37548053240263
0 21 99.47005959639844
0 22 99.50387365650182
0 23 99.66056892634624
0 24 99.69344007022268
0 25 99.70846875344705
0 26 99.616012191934
0 27 99.54689789369624
0 28 99.56175647347101
0 29 99.70078870657252
0 30 99.82414558921062
0 31 99.83794781390324
0 32 100

1 0 100.00486220822104
1 1 99.95463924581196
1 2 99.856200416896
1 3 99.82489613463562
1 4 99.7860440856552
1 5 99.82342816216662
1 6 99.74094120877584
1 7 99.6743675898934
1 8 99.65319848507855
1 9 99.69073421910835
1 10 99.62300643231148
1 11 99.48836366577636
1 12 99.4182571754172
1 13 99.42855050667424
1 14 99.35331835495074
1 15 99.35716583191368
1 16 99.38935600829699
1 17 99.36596181614175
1 18 99.29243824359423
1 19 99.349443339501
1 20 99.45900709305526
1 21 99.5629211236633
1 22 99.53230680530795
1 23 99.6352503497907
1 24 99.69082668867318
1 25 99.69543742533538
1 26 99.7433545822448
1 27 99.67656227987354
1 28 99.6968034639696
1 29 99.64542585432626
1 30 99.82621745262482
1 31 99.93515325427819
1 32 100.00486220822104

2 0 99.92585310829752
2 1 99.97740240904758
2 2 99.97116310203054
2 3 99.87853064030647
2 4 99.92626721728905
2 5 99.88358267005766
2 6 99.79356032580442
2 7 99.75868777838457
2 8 99.72493440821049
2 9 99.67607441208926
2 10 99.61233508735451
2 11 99.47372661783295
2 12 99.40498449123469
2 13 99.45246630850625
2 14 99.37797188464386
2 15 99.33012503204077
2 16 99.39381345973652
2 17 99.37747665225378
2 18 99.37127516075138
2 19 99.51230308324035
2 20 99.59379786852654
2 21 99.59638368009084
2 22 99.65660511868721
2 23 99.66425611946033
2 24 99.75164993861085
2 25 99.76477285748057
2 26 99.82689818246162
2 27 99.71372579725498
2 28 99.6552031852432
2 29 99.7498976265305
2 30 99.74321344208073
2 31 99.94120495090479
2 32 99.92585310829752

3 0 99.94909678463003
3 1 99.85317870649281
3 2 99.8251592636661
3 3 99.87204451425637
3 4 99.88638262695768
3 5 99.79589147806811
3 6 99.7717492399462
3 7 99.7731197478585
3 8 99.67870409152893
3 9 99.57991297646795
3 10 99.59451094114257
3 11 99.43498408036993
3 12 99.45088747496567
3 13 99.39224431896344
3 14 99.36289245768397
3 15 99.40642472067941
3 16 99.41137545705868
3 17 99.3610545356613
3 18 99.42394600064281
3 19 99.48983481673443
3 20 99.56390433211439
3 21 99.6596343254714
3 22 99.74168018776007
3 23 99.81698514959713
3 24 99.77227517252479
3 25 99.80215152656716
3 26 99.871131929163
3 27 99.80142767081834
3 28 99.7504309368495
3 29 99.8617124787477
3 30 99.92399718034025
3 31 99.93571357376267
3 32 99.94909678463003

4 0 99.91134663720877
4 1 99.84783828856273
4 2 99.79095314390253
4 3 99.87913479592616
4 4 99.85848078415887
4 5 99.80130875212052
4 6 99.6734035053955
4 7 99.73066295004024
4 8 99.68790182126808
4 9 99.56589321205853
4 10 99.51519115889316
4 11 99.50363314607165
4 12 99.4336319790981
4 13 99.36956933526315
4 14 99.46705059203217
4 15 99.3877958137754
4 16 99.24199787817143
4 17 99.31189888115402
4 18 99.2779136526973
4 19 99.47928316992314
4 20 99.60593767404555
4 21 99.65634413218449
4 22 99.71881201039362
